Producto,Cantidad,Precio_Unitario,Fecha_Venta,Vendedor
Teclado,1,791 USD,01-01-2026,Sofía Giménez
Mouse,5,148 USD,2026.01.01,Juan Pérez
Laptop, 2,955 USD,2026.01.01,Sofía Giménez
Teclado, 2,261 USD,01-01-2026,Lucía Sánchez
Monitor, 2,512 USD,2026.01.01,Valeria Sosa
Mouse,1,866 USD,2026.01.01,Sofía Giménez
Mouse,3 ,919 USD,2026-01-01,Jorge Romero
Laptop, 2,763 USD,2026.01.01,Carlos López
Monitor, 2,774 USD,2026-01-01,Jorge Romero
Laptop,3 ,927 USD,01-01-2026,Jorge Romero
Monitor,1,510 USD,01-01-2026,Elena Torres
Monitor, 2,328 USD,01-01-2026,Valeria Sosa
Teclado,3 ,268 USD,2026-01-01,Lucía Sánchez
Monitor, 2,408 USD,2026-01-01,Juan Pérez
Laptop,3 ,862 USD,2026-01-01,María García
Monitor, 2,259 USD,2026-01-01,Diego Díaz
Teclado,3 ,418 USD,01-01-2026,Carlos López
Laptop,1,344 USD,2026-01-01,María García
Teclado, 2,457 USD,2026.01.01,Elena Torres
Teclado, 2,269 USD,2026.01.01,Ana Martínez
Laptop,5,797 USD,01-01-2026,Lucía Sánchez
Mouse,1,877 USD,2026.01.01,Valeria Sosa
Monitor,cuatro,113 USD,2026.01.01,Valeria Sosa
Teclado,1,579 USD,2026.01.01,Carlos López
Laptop, 2,862 USD,2026.01.01,Ana Martínez
Teclado, 2,42 USD,2026-01-01,Andrés Benítez
Mouse,3 ,405 USD,2026-01-01,Elena Torres
Laptop,3 ,562 USD,01-01-2026,Facundo Acosta
Laptop,cuatro,702 USD,01-01-2026,Ana Martínez
Mouse,1,625 USD,2026-01-01,Diego Díaz
Laptop,3 ,607 USD,2026-01-01,Facundo Acosta
Mouse,1,430 USD,01-01-2026,Luis Fernández
Laptop,5,583 USD,2026-01-01,Juan Pérez
Monitor,3 ,804 USD,01-01-2026,Sara Ruiz
Monitor,cuatro,124 USD,01-01-2026,Andrés Benítez
Mouse, 2,45 USD,2026.01.01,Luis Fernández
Monitor,cuatro,216 USD,2026-01-01,Pedro Gómez
Laptop,cuatro,482 USD,2026.01.01,Carlos López
Monitor,3 ,417 USD,01-01-2026,Jorge Romero
Teclado,3 ,765 USD,2026.01.01,Jorge Romero
Mouse, 2,347 USD,2026-01-01,Lucía Sánchez
Mouse,1,269 USD,01-01-2026,Valeria Sosa
Laptop,3 ,645 USD,2026-01-01,Valeria Sosa
Teclado,5,573 USD,01-01-2026,Ana Martínez
Laptop,1,750 USD,01-01-2026,Jorge Romero
Monitor, 2,774 USD,01-01-2026,Pedro Gómez
Monitor, 2,846 USD,2026-01-01,Luis Fernández
Mouse,5,312 USD,2026.01.01,Ana Martínez
Monitor,5,839 USD,2026-01-01,Elena Torres
Laptop, 2,947 USD,2026-01-01,Lucía Sánchez
Monitor, 2,111 USD,2026.01.01,Pedro Gómez
Teclado,5,117 USD,2026-01-01,Jorge Romero
Monitor,5,800 USD,2026-01-01,Sofía Giménez
Monitor,5,593 USD,01-01-2026,Sofía Giménez
Teclado,1,738 USD,2026-01-01,Ana Martínez
Mouse,cuatro,101 USD,01-01-2026,Sara Ruiz
Mouse,1,796 USD,2026-01-01,Carlos López
Teclado,3 ,913 USD,01-01-2026,Ana Martínez
Laptop, 2,810 USD,01-01-2026,Lucía Sánchez
Mouse,1,309 USD,2026-01-01,Sara Ruiz
Laptop,3 ,974 USD,2026.01.01,Andrés Benítez
Monitor,1,416 USD,2026.01.01,María García
Monitor, 2,902 USD,2026-01-01,Valeria Sosa
Monitor,cuatro,643 USD,01-01-2026,Sara Ruiz
Teclado,3 ,155 USD,01-01-2026,Juan Pérez
Teclado,cuatro,228 USD,01-01-2026,Juan Pérez
Teclado,3 ,194 USD,2026-01-01,Jorge Romero
Laptop,5,964 USD,2026-01-01,Sofía Giménez
Mouse,1,390 USD,01-01-2026,Ana Martínez
Teclado,cuatro,602 USD,01-01-2026,Facundo Acosta
Laptop, 2,734 USD,01-01-2026,Ana Martínez
Laptop, 2,952 USD,2026.01.01,Lucía Sánchez
Mouse,5,199 USD,01-01-2026,Juan Pérez
Mouse,1,304 USD,2026.01.01,Elena Torres
Laptop,1,942 USD,2026.01.01,Pedro Gómez
Laptop,5,215 USD,01-01-2026,Andrés Benítez
Mouse,cuatro,109 USD,01-01-2026,Lucía Sánchez
Laptop,1,880 USD,2026-01-01,Andrés Benítez
Monitor,5,272 USD,01-01-2026,Andrés Benítez
Teclado,3 ,962 USD,2026.01.01,Lucía Sánchez
Monitor,3 ,385 USD,01-01-2026,Elena Torres
Teclado,cuatro,664 USD,2026-01-01,Ana Martínez
Mouse,5,848 USD,2026.01.01,Andrés Benítez
Teclado,5,313 USD,2026-01-01,Facundo Acosta
Laptop, 2,797 USD,01-01-2026,Diego Díaz
Teclado,3 ,788 USD,2026.01.01,Elena Torres
Mouse,3 ,930 USD,01-01-2026,Elena Torres
Monitor,1,207 USD,2026-01-01,Jorge Romero
Teclado,3 ,148 USD,01-01-2026,Elena Torres
Mouse, 2,362 USD,2026-01-01,María García
Monitor,cuatro,271 USD,2026-01-01,Sofía Giménez
Teclado, 2,546 USD,2026-01-01,María García
Mouse, 2,883 USD,01-01-2026,Elena Torres
Laptop,cuatro,570 USD,2026-01-01,Carlos López
Laptop,cuatro,972 USD,01-01-2026,Luis Fernández
Mouse,5,685 USD,2026-01-01,Luis Fernández
Mouse, 2,170 USD,2026-01-01,Carlos López
Monitor, 2,934 USD,01-01-2026,Elena Torres
Teclado, 2,576 USD,01-01-2026,Elena Torres
Teclado,5,33 USD,01-01-2026,Lucía Sánchez
Monitor,cuatro,169 USD,2026.01.01,Juan Pérez
Laptop,5,965 USD,2026-01-01,Elena Torres
Laptop,5,276 USD,01-01-2026,Facundo Acosta
Mouse,5,858 USD,2026-01-01,Sara Ruiz
Laptop,cuatro,780 USD,2026.01.01,Sofía Giménez
Teclado,3 ,169 USD,2026-01-01,Carlos López
Monitor,1,948 USD,01-01-2026,Diego Díaz
Monitor,1,910 USD,2026-01-01,Facundo Acosta
Laptop,cuatro,641 USD,2026.01.01,Elena Torres
Mouse,3 ,787 USD,01-01-2026,Sofía Giménez
Laptop,5,807 USD,2026.01.01,Carlos López
Laptop, 2,962 USD,01-01-2026,Luis Fernández
Monitor,5,857 USD,2026.01.01,Valeria Sosa
Mouse,1,912 USD,2026-01-01,Lucía Sánchez
Monitor,3 ,123 USD,2026.01.01,Pedro Gómez
Mouse,cuatro,35 USD,2026-01-01,María García
Monitor,cuatro,174 USD,2026.01.01,Jorge Romero
Mouse, 2,613 USD,2026-01-01,Valeria Sosa
Mouse,1,419 USD,2026-01-01,Diego Díaz
Monitor,5,912 USD,2026-01-01,Sofía Giménez
Mouse,cuatro,180 USD,01-01-2026,Luis Fernández
Teclado,1,245 USD,2026.01.01,Valeria Sosa
Teclado,1,185 USD,2026.01.01,Elena Torres
Mouse,3 ,463 USD,01-01-2026,Elena Torres
Teclado,1,804 USD,2026-01-01,Jorge Romero
Monitor,1,887 USD,2026-01-01,Lucía Sánchez
Teclado, 2,653 USD,2026.01.01,Andrés Benítez
Monitor,1,961 USD,01-01-2026,María García
Teclado,5,332 USD,01-01-2026,Luis Fernández
Mouse,5,822 USD,01-01-2026,María García
Teclado,5,882 USD,2026-01-01,Facundo Acosta
Monitor, 2,682 USD,01-01-2026,Andrés Benítez
Mouse,5,436 USD,2026-01-01,Andrés Benítez
Laptop,1,425 USD,01-01-2026,Valeria Sosa
Mouse, 2,224 USD,01-01-2026,Juan Pérez
Teclado,cuatro,210 USD,01-01-2026,Facundo Acosta
Mouse,1,695 USD,2026.01.01,Luis Fernández
Mouse,cuatro,333 USD,01-01-2026,María García
Laptop,3 ,926 USD,2026-01-01,Elena Torres
Monitor, 2,649 USD,2026-01-01,Luis Fernández
Mouse, 2,975 USD,01-01-2026,Luis Fernández
Teclado, 2,825 USD,01-01-2026,Pedro Gómez
Mouse,cuatro,507 USD,2026-01-01,Facundo Acosta
Mouse, 2,684 USD,2026.01.01,Sara Ruiz
Monitor, 2,832 USD,01-01-2026,María García
Mouse,3 ,369 USD,2026.01.01,Ana Martínez
Mouse,3 ,176 USD,01-01-2026,Ana Martínez
Laptop,1,411 USD,2026.01.01,Diego Díaz
Laptop, 2,183 USD,2026.01.01,Diego Díaz
Laptop,1,140 USD,2026-01-01,Pedro Gómez
Monitor,1,238 USD,2026-01-01,Lucía Sánchez
Monitor,5,103 USD,01-01-2026,Carlos López
Monitor,3 ,640 USD,2026.01.01,Sara Ruiz
Monitor,cuatro,558 USD,01-01-2026,Sara Ruiz
Mouse,3 ,314 USD,2026-01-01,Pedro Gómez
Mouse, 2,981 USD,2026.01.01,Sofía Giménez
Teclado,5,234 USD,2026-01-01,Facundo Acosta
Laptop, 2,983 USD,01-01-2026,Sofía Giménez
Teclado,5,369 USD,2026.01.01,Diego Díaz
Laptop, 2,552 USD,01-01-2026,Sara Ruiz
Mouse,1,926 USD,2026-01-01,Valeria Sosa
Monitor,3 ,553 USD,2026.01.01,Andrés Benítez
Teclado,1,408 USD,01-01-2026,Valeria Sosa
Laptop,cuatro,982 USD,01-01-2026,Facundo Acosta
Monitor,1,148 USD,01-01-2026,Facundo Acosta
Teclado,3 ,973 USD,2026.01.01,Ana Martínez
Monitor,5,412 USD,2026.01.01,Jorge Romero
Laptop,3 ,942 USD,2026-01-01,Valeria Sosa
Monitor, 2,395 USD,2026.01.01,Ana Martínez
Teclado,cuatro,287 USD,01-01-2026,Sofía Giménez
Monitor,cuatro,524 USD,2026-01-01,Jorge Romero
Mouse, 2,294 USD,01-01-2026,Luis Fernández
Laptop,5,763 USD,2026-01-01,Sofía Giménez
Teclado,1,578 USD,01-01-2026,Luis Fernández
Teclado,1,869 USD,2026-01-01,Elena Torres
Laptop, 2,144 USD,2026-01-01,Carlos López
Teclado, 2,226 USD,2026.01.01,Juan Pérez
Mouse,1,781 USD,2026-01-01,Diego Díaz
Laptop,5,681 USD,01-01-2026,Sofía Giménez
Laptop,5,599 USD,01-01-2026,Ana Martínez
Monitor,5,137 USD,01-01-2026,Andrés Benítez
Monitor,1,957 USD,2026.01.01,Elena Torres
Laptop,5,849 USD,2026.01.01,Valeria Sosa
Teclado,1,410 USD,2026-01-01,Carlos López
Laptop,1,145 USD,2026-01-01,Sofía Giménez
Teclado, 2,346 USD,2026.01.01,Valeria Sosa
Laptop,1,73 USD,2026-01-01,Luis Fernández
Teclado,3 ,109 USD,2026-01-01,Luis Fernández
Teclado,5,51 USD,2026.01.01,Juan Pérez
Laptop,cuatro,367 USD,01-01-2026,Andrés Benítez
Laptop, 2,932 USD,2026.01.01,María García
Mouse,3 ,238 USD,2026-01-01,Carlos López
Teclado,1,465 USD,01-01-2026,Diego Díaz
Mouse,5,171 USD,2026-01-01,Lucía Sánchez
Teclado,3 ,725 USD,2026.01.01,Juan Pérez
Teclado,1,461 USD,01-01-2026,Valeria Sosa
Laptop,1,658 USD,2026-01-01,Juan Pérez
Mouse,cuatro,297 USD,2026.01.01,Elena Torres
Laptop,5,190 USD,2026.01.01,Valeria Sosa
Mouse, 2,31 USD,01-01-2026,Facundo Acosta
Laptop,3 ,76 USD,2026-01-01,María García
Mouse, 2,619 USD,2026-01-01,Sara Ruiz
Monitor, 2,710 USD,2026.01.01,Ana Martínez
Teclado,3 ,460 USD,2026-01-01,Sofía Giménez
Laptop,3 ,459 USD,01-01-2026,Luis Fernández
Teclado,3 ,202 USD,2026.01.01,Luis Fernández
Monitor,1,255 USD,2026-01-01,Valeria Sosa
Teclado,cuatro,675 USD,01-01-2026,Luis Fernández
Teclado,5,620 USD,01-01-2026,Diego Díaz
Laptop,1,309 USD,2026-01-01,Andrés Benítez
Mouse,3 ,185 USD,01-01-2026,Elena Torres
Monitor, 2,905 USD,2026.01.01,Andrés Benítez
Laptop,5,615 USD,2026.01.01,María García
Mouse,3 ,491 USD,01-01-2026,Luis Fernández
Monitor,cuatro,912 USD,01-01-2026,Jorge Romero
Teclado,cuatro,587 USD,2026.01.01,Elena Torres
Monitor, 2,483 USD,2026.01.01,María García
Mouse,1,998 USD,2026-01-01,Valeria Sosa
Mouse,3 ,130 USD,2026-01-01,Sofía Giménez
Monitor,3 ,844 USD,2026-01-01,Lucía Sánchez
Teclado,5,501 USD,01-01-2026,Diego Díaz
Monitor,cuatro,486 USD,2026-01-01,Elena Torres
Monitor, 2,245 USD,2026.01.01,Sara Ruiz
Mouse,5,301 USD,01-01-2026,Luis Fernández
Laptop,3 ,869 USD,2026-01-01,Andrés Benítez
Mouse,3 ,763 USD,01-01-2026,Sofía Giménez
Laptop,1,571 USD,01-01-2026,María García
Laptop,5,106 USD,01-01-2026,Lucía Sánchez
Teclado,3 ,660 USD,01-01-2026,Elena Torres
Mouse,1,739 USD,01-01-2026,Diego Díaz
Mouse, 2,108 USD,01-01-2026,Juan Pérez
Mouse, 2,110 USD,2026.01.01,Valeria Sosa
Monitor,3 ,261 USD,2026.01.01,Lucía Sánchez
Teclado,5,109 USD,01-01-2026,María García
Mouse,3 ,242 USD,2026.01.01,Ana Martínez
Mouse,cuatro,360 USD,2026-01-01,Luis Fernández
Mouse,3 ,566 USD,2026.01.01,Andrés Benítez
Teclado,5,981 USD,2026.01.01,Sara Ruiz
Monitor,5,666 USD,01-01-2026,María García
Monitor, 2,161 USD,2026.01.01,Elena Torres
Laptop,cuatro,973 USD,2026-01-01,Juan Pérez
Laptop, 2,306 USD,2026.01.01,Jorge Romero
Laptop,cuatro,933 USD,2026.01.01,Facundo Acosta
Laptop,5,782 USD,01-01-2026,Jorge Romero
Mouse,5,811 USD,2026.01.01,Diego Díaz
Laptop,3 ,850 USD,2026.01.01,Facundo Acosta
Laptop, 2,474 USD,01-01-2026,Jorge Romero
Mouse,3 ,564 USD,01-01-2026,Jorge Romero
Mouse,5,987 USD,2026-01-01,Lucía Sánchez
Laptop, 2,766 USD,01-01-2026,Elena Torres
Monitor, 2,822 USD,2026.01.01,Luis Fernández
Monitor,cuatro,592 USD,01-01-2026,Sara Ruiz
Monitor,5,994 USD,2026-01-01,Carlos López
Laptop,1,683 USD,2026.01.01,Elena Torres
Monitor,3 ,702 USD,01-01-2026,Luis Fernández
Mouse,3 ,710 USD,2026-01-01,Facundo Acosta
Monitor,5,212 USD,2026-01-01,Lucía Sánchez
Mouse,5,772 USD,2026.01.01,Valeria Sosa
Monitor, 2,800 USD,01-01-2026,Sofía Giménez
Teclado,3 ,40 USD,01-01-2026,Sofía Giménez
Teclado, 2,658 USD,01-01-2026,Jorge Romero
Teclado,1,650 USD,2026.01.01,Facundo Acosta
Mouse,cuatro,137 USD,2026.01.01,Valeria Sosa
Teclado,5,544 USD,01-01-2026,Jorge Romero
Teclado,3 ,236 USD,2026-01-01,Jorge Romero
Laptop, 2,575 USD,2026.01.01,Elena Torres
Teclado,1,70 USD,2026.01.01,Diego Díaz
Monitor,3 ,305 USD,2026-01-01,Facundo Acosta
Teclado,5,403 USD,2026.01.01,Carlos López
Mouse,1,717 USD,2026.01.01,Diego Díaz
Mouse,3 ,280 USD,2026-01-01,Elena Torres
Laptop, 2,654 USD,2026-01-01,Ana Martínez
Mouse,1,598 USD,01-01-2026,Pedro Gómez
Laptop, 2,567 USD,2026.01.01,Diego Díaz
Laptop,1,252 USD,2026-01-01,Lucía Sánchez
Monitor,cuatro,810 USD,2026.01.01,Carlos López
Monitor,1,146 USD,01-01-2026,Jorge Romero
Mouse, 2,934 USD,2026.01.01,Sofía Giménez
Laptop,3 ,655 USD,01-01-2026,Sara Ruiz
Teclado,1,591 USD,2026.01.01,Valeria Sosa
Teclado, 2,836 USD,2026-01-01,María García
Monitor,1,132 USD,2026.01.01,Carlos López
Laptop, 2,43 USD,01-01-2026,Jorge Romero
Teclado,1,143 USD,2026.01.01,Pedro Gómez
Mouse,5,944 USD,2026.01.01,Valeria Sosa
Mouse,5,546 USD,2026-01-01,Ana Martínez
Laptop,cuatro,622 USD,01-01-2026,Diego Díaz
Teclado,3 ,262 USD,2026-01-01,Luis Fernández
Monitor,5,515 USD,2026-01-01,Luis Fernández
Teclado,3 ,192 USD,2026-01-01,María García
Teclado, 2,362 USD,2026-01-01,Ana Martínez
Mouse,1,178 USD,2026.01.01,Valeria Sosa
Mouse,cuatro,60 USD,01-01-2026,Facundo Acosta
Monitor,3 ,401 USD,2026-01-01,Diego Díaz
Monitor,cuatro,347 USD,2026.01.01,Andrés Benítez
Teclado,1,108 USD,01-01-2026,Pedro Gómez
Teclado,5,337 USD,2026-01-01,Jorge Romero
Mouse,3 ,725 USD,01-01-2026,Sara Ruiz
Teclado,5,840 USD,2026-01-01,Carlos López
Laptop,5,852 USD,01-01-2026,Facundo Acosta
Laptop,cuatro,62 USD,2026-01-01,Elena Torres
Laptop,cuatro,668 USD,2026-01-01,Ana Martínez
Mouse, 2,635 USD,2026.01.01,Lucía Sánchez
Mouse, 2,912 USD,2026-01-01,Lucía Sánchez
Monitor,3 ,631 USD,2026-01-01,Diego Díaz
Laptop,5,712 USD,2026-01-01,Pedro Gómez
Mouse,3 ,57 USD,01-01-2026,Valeria Sosa
Monitor,3 ,758 USD,01-01-2026,Sofía Giménez
Mouse, 2,913 USD,2026-01-01,Jorge Romero
Teclado,5,600 USD,2026-01-01,Jorge Romero
Laptop,3 ,439 USD,01-01-2026,Juan Pérez
Laptop,cuatro,791 USD,2026-01-01,María García
Mouse,3 ,890 USD,2026-01-01,Elena Torres
Mouse,1,673 USD,01-01-2026,Diego Díaz
Mouse,cuatro,679 USD,2026.01.01,Lucía Sánchez
Laptop,cuatro,117 USD,2026-01-01,Facundo Acosta
Laptop,3 ,304 USD,2026.01.01,Ana Martínez
Teclado,cuatro,35 USD,01-01-2026,Juan Pérez
Teclado,3 ,671 USD,2026.01.01,Ana Martínez
Laptop,1,711 USD,01-01-2026,Sara Ruiz
Teclado,5,773 USD,01-01-2026,Valeria Sosa
Mouse,3 ,469 USD,2026.01.01,Lucía Sánchez
Teclado,5,410 USD,2026-01-01,Lucía Sánchez
Laptop,5,660 USD,2026.01.01,Valeria Sosa
Monitor,5,753 USD,01-01-2026,Lucía Sánchez
Laptop,3 ,173 USD,01-01-2026,Carlos López
Monitor,cuatro,941 USD,2026-01-01,Ana Martínez
Teclado,1,31 USD,2026-01-01,María García
Laptop,1,805 USD,01-01-2026,Elena Torres
Laptop,5,560 USD,2026.01.01,Juan Pérez
Teclado,1,722 USD,2026.01.01,Sofía Giménez
Monitor,1,747 USD,2026-01-01,Carlos López
Teclado,5,740 USD,2026.01.01,Diego Díaz
Monitor,5,37 USD,01-01-2026,Andrés Benítez
Teclado,5,956 USD,2026.01.01,Juan Pérez
Teclado,3 ,256 USD,2026-01-01,Juan Pérez
Teclado,5,885 USD,2026-01-01,Elena Torres
Monitor,1,216 USD,2026-01-01,Elena Torres
Mouse,5,975 USD,2026-01-01,Jorge Romero
Laptop,3 ,469 USD,2026-01-01,Diego Díaz
Teclado,cuatro,861 USD,2026.01.01,Luis Fernández
Teclado,cuatro,61 USD,2026-01-01,Sofía Giménez
Mouse,3 ,413 USD,01-01-2026,Diego Díaz
Mouse,5,213 USD,2026-01-01,Elena Torres
Laptop,3 ,219 USD,2026.01.01,Sofía Giménez
Monitor, 2,648 USD,2026-01-01,Valeria Sosa
Teclado, 2,900 USD,2026-01-01,Lucía Sánchez
Laptop,cuatro,78 USD,01-01-2026,Valeria Sosa
Mouse,5,900 USD,2026.01.01,Valeria Sosa
Mouse,5,968 USD,2026-01-01,Sofía Giménez
Monitor, 2,848 USD,2026.01.01,Sara Ruiz
Monitor,3 ,523 USD,01-01-2026,Sofía Giménez
Teclado,cuatro,274 USD,01-01-2026,Diego Díaz
Monitor,3 ,210 USD,2026.01.01,Luis Fernández
Mouse,cuatro,857 USD,01-01-2026,Pedro Gómez
Laptop,1,30 USD,2026.01.01,Pedro Gómez
Teclado,3 ,985 USD,2026.01.01,Andrés Benítez
Monitor,3 ,961 USD,2026.01.01,Valeria Sosa
Mouse,3 ,709 USD,2026-01-01,Valeria Sosa
Teclado,3 ,949 USD,01-01-2026,Sara Ruiz
Mouse,5,573 USD,2026.01.01,Facundo Acosta
Mouse,5,941 USD,2026-01-01,Ana Martínez
Teclado, 2,196 USD,2026.01.01,Sara Ruiz
Laptop, 2,532 USD,2026.01.01,Sara Ruiz
Mouse,3 ,944 USD,01-01-2026,Valeria Sosa
Monitor,5,531 USD,2026.01.01,Carlos López
Monitor,cuatro,835 USD,01-01-2026,Andrés Benítez
Teclado, 2,938 USD,01-01-2026,Ana Martínez
Monitor,1,985 USD,2026-01-01,Elena Torres
Mouse,3 ,114 USD,01-01-2026,Sara Ruiz
Laptop,cuatro,340 USD,2026.01.01,Sara Ruiz
Laptop,cuatro,741 USD,01-01-2026,Juan Pérez
Mouse,cuatro,985 USD,2026.01.01,Jorge Romero
Mouse, 2,728 USD,01-01-2026,Diego Díaz
Mouse,5,418 USD,2026-01-01,Pedro Gómez
Laptop,3 ,272 USD,2026.01.01,Valeria Sosa
Teclado,1,42 USD,2026.01.01,Elena Torres
Monitor,3 ,905 USD,2026-01-01,Juan Pérez
Mouse,cuatro,169 USD,2026.01.01,Ana Martínez
Mouse,5,930 USD,2026-01-01,Lucía Sánchez
Mouse,5,803 USD,2026.01.01,Elena Torres
Laptop, 2,688 USD,2026-01-01,Andrés Benítez
Teclado,cuatro,877 USD,01-01-2026,Jorge Romero
Laptop, 2,441 USD,2026-01-01,Diego Díaz
Monitor,5,82 USD,01-01-2026,Elena Torres
Teclado,5,358 USD,2026-01-01,Luis Fernández
Monitor,5,215 USD,01-01-2026,María García
Teclado,3 ,126 USD,2026-01-01,Juan Pérez
Monitor, 2,437 USD,2026-01-01,Andrés Benítez
Monitor,3 ,231 USD,2026-01-01,Diego Díaz
Laptop,1,124 USD,01-01-2026,Diego Díaz
Teclado, 2,306 USD,2026-01-01,Lucía Sánchez
Laptop,1,877 USD,2026.01.01,Juan Pérez
Teclado,cuatro,687 USD,2026.01.01,María García
Laptop,5,129 USD,01-01-2026,Facundo Acosta
Mouse,5,393 USD,2026.01.01,Lucía Sánchez
Monitor, 2,128 USD,2026.01.01,Sara Ruiz
Teclado,1,365 USD,2026.01.01,Sara Ruiz
Mouse,3 ,191 USD,2026-01-01,Valeria Sosa
Teclado,cuatro,717 USD,2026.01.01,Juan Pérez
Laptop,1,881 USD,2026-01-01,María García
Monitor,1,341 USD,2026-01-01,Ana Martínez
Mouse,3 ,727 USD,01-01-2026,Sara Ruiz
Laptop,cuatro,730 USD,01-01-2026,Sofía Giménez
Laptop,5,240 USD,2026-01-01,Diego Díaz
Laptop,3 ,397 USD,2026.01.01,Valeria Sosa
Mouse,1,916 USD,01-01-2026,Juan Pérez
Teclado,5,822 USD,2026-01-01,Valeria Sosa
Teclado,3 ,829 USD,2026.01.01,Lucía Sánchez
Monitor,5,314 USD,01-01-2026,Pedro Gómez
Monitor,cuatro,295 USD,2026.01.01,Juan Pérez
Laptop,cuatro,504 USD,2026.01.01,Elena Torres
Mouse,1,405 USD,01-01-2026,Ana Martínez
Monitor,1,467 USD,01-01-2026,Andrés Benítez
Teclado,5,658 USD,2026.01.01,Elena Torres
Monitor, 2,33 USD,2026.01.01,Elena Torres
Laptop,3 ,992 USD,2026.01.01,Pedro Gómez
Mouse,cuatro,103 USD,2026-01-01,Pedro Gómez
Monitor,1,638 USD,2026-01-01,Luis Fernández
Mouse,5,529 USD,2026.01.01,Andrés Benítez
Laptop,1,938 USD,2026-01-01,Carlos López
Laptop,3 ,185 USD,2026-01-01,Ana Martínez
Teclado, 2,383 USD,01-01-2026,Sofía Giménez
Monitor,3 ,379 USD,2026.01.01,Pedro Gómez
Monitor, 2,882 USD,2026-01-01,Sofía Giménez
Mouse,1,330 USD,2026.01.01,Facundo Acosta
Mouse,5,259 USD,01-01-2026,Diego Díaz
Monitor,5,920 USD,01-01-2026,Jorge Romero
Laptop,1,899 USD,2026-01-01,Facundo Acosta
Laptop, 2,976 USD,2026-01-01,Sara Ruiz
Mouse,5,914 USD,2026-01-01,Juan Pérez
Teclado,5,597 USD,2026.01.01,Pedro Gómez
Teclado,cuatro,84 USD,2026.01.01,Ana Martínez
Mouse,5,325 USD,01-01-2026,Valeria Sosa
Monitor,1,730 USD,01-01-2026,Juan Pérez
Mouse,5,285 USD,2026-01-01,Pedro Gómez
Mouse,cuatro,891 USD,2026-01-01,María García
Mouse,1,309 USD,2026.01.01,Andrés Benítez
Teclado,3 ,29 USD,01-01-2026,Facundo Acosta
Monitor,3 ,308 USD,2026-01-01,Valeria Sosa
Monitor,5,947 USD,2026.01.01,Juan Pérez
Monitor,5,345 USD,2026.01.01,Andrés Benítez
Laptop, 2,359 USD,2026.01.01,Sara Ruiz
Monitor, 2,679 USD,2026-01-01,Carlos López
Teclado,1,923 USD,2026.01.01,Lucía Sánchez
Teclado,3 ,206 USD,01-01-2026,Lucía Sánchez
Mouse,5,274 USD,2026.01.01,María García
Laptop,5,91 USD,01-01-2026,María García
Mouse,5,56 USD,01-01-2026,Andrés Benítez
Laptop,3 ,975 USD,2026-01-01,Sara Ruiz
Mouse,1,787 USD,01-01-2026,Ana Martínez
Mouse,3 ,469 USD,01-01-2026,Sofía Giménez
Monitor,1,140 USD,01-01-2026,Jorge Romero
Teclado,3 ,989 USD,01-01-2026,Juan Pérez
Laptop,5,453 USD,2026.01.01,Andrés Benítez
Laptop,1,700 USD,2026.01.01,Juan Pérez
Mouse,3 ,788 USD,2026.01.01,Ana Martínez
Teclado,1,213 USD,2026.01.01,Lucía Sánchez
Monitor,cuatro,851 USD,2026-01-01,Pedro Gómez
Teclado,cuatro,716 USD,01-01-2026,Juan Pérez
Mouse,1,917 USD,2026-01-01,Diego Díaz
Teclado,3 ,910 USD,2026-01-01,Sara Ruiz
Monitor,1,986 USD,2026.01.01,Pedro Gómez
Laptop,cuatro,609 USD,01-01-2026,Jorge Romero
Monitor, 2,75 USD,2026.01.01,Sara Ruiz
Mouse, 2,712 USD,2026-01-01,María García
Laptop,3 ,512 USD,01-01-2026,Sofía Giménez
Teclado,3 ,663 USD,2026.01.01,Elena Torres
Laptop,cuatro,650 USD,01-01-2026,Elena Torres
Teclado,1,593 USD,2026.01.01,Luis Fernández
Teclado,1,533 USD,2026.01.01,Ana Martínez
Laptop,5,794 USD,2026.01.01,Carlos López
Teclado, 2,881 USD,2026.01.01,Elena Torres
Teclado,3 ,12 USD,2026-01-01,Lucía Sánchez
Monitor,3 ,119 USD,2026-01-01,Sara Ruiz
Laptop,1,513 USD,2026.01.01,Ana Martínez
Monitor,3 ,171 USD,2026.01.01,Jorge Romero
Teclado,3 ,588 USD,01-01-2026,Sofía Giménez
Laptop,5,863 USD,01-01-2026,Juan Pérez
Laptop, 2,700 USD,01-01-2026,Diego Díaz
Teclado,3 ,123 USD,01-01-2026,Jorge Romero
Monitor, 2,575 USD,2026-01-01,Andrés Benítez
Teclado,cuatro,484 USD,2026-01-01,Juan Pérez
Mouse,cuatro,385 USD,01-01-2026,Elena Torres
Monitor,5,156 USD,2026.01.01,Facundo Acosta
Teclado,3 ,554 USD,2026.01.01,Carlos López
Monitor,1,538 USD,01-01-2026,Pedro Gómez
Laptop, 2,567 USD,01-01-2026,Ana Martínez
Monitor,3 ,797 USD,01-01-2026,Sara Ruiz
Teclado,5,431 USD,2026.01.01,Ana Martínez
Teclado,1,182 USD,2026.01.01,Sara Ruiz
Laptop,1,332 USD,2026.01.01,Diego Díaz
Teclado, 2,565 USD,01-01-2026,María García
Mouse,3 ,282 USD,2026-01-01,Elena Torres
Monitor,3 ,796 USD,2026-01-01,Jorge Romero
Monitor,5,780 USD,01-01-2026,Carlos López
